gen_id,durum
SRU_0034,cikarildi_gereksiz
SRU_0673,cikarildi_gereksiz
SRU_0686,cikarildi_gereksiz
SRU_0488,cikarildi_gereksiz
SRU_0308,cikarildi_gereksiz
SRU_0808,cikarildi_gereksiz
SRU_2216,cikarildi_gereksiz
SRU_1961,cikarildi_gereksiz
SRU_1741,cikarildi_gereksiz
SRU_0850,cikarildi_gereksiz
SRU_2207,cikarildi_gereksiz
SRU_2420,cikarildi_gereksiz
SRU_0667,cikarildi_gereksiz
SRU_1709,cikarildi_gereksiz
SRU_1725,cikarildi_gereksiz
SRU_0717,cikarildi_gereksiz
SRU_2319,cikarildi_gereksiz
SRU_2160,cikarildi_gereksiz
SRU_0427,cikarildi_gereksiz
SRU_0113,cikarildi_gereksiz
SRU_0177,cikarildi_gereksiz
SRU_0697,cikarildi_gereksiz
SRU_2405,cikarildi_gereksiz
SRU_0601,cikarildi_gereksiz
SRU_0785,cikarildi_gereksiz
SRU_0602,cikarildi_gereksiz
SRU_1005,cikarildi_gereksiz
SRU_1267,cikarildi_gereksiz
SRU_1285,cikarildi_gereksiz
SRU_2019,cikarildi_gereksiz
SRU_1246,cikarildi_gereksiz
SRU_0074,cikarildi_gereksiz
SRU_0326,cikarildi_gereksiz
SRU_0605,cikarildi_gereksiz
SRU_2246,cikarildi_gereksiz
SRU_0364,cikarildi_gereksiz
SRU_2344,cikarildi_gereksiz
SRU_0761,cikarildi_gereksiz
SRU_1618,cikarildi_gereksiz
SRU_2812,cikarildi_gereksiz
SRU_0846,cikarildi_gereksiz
SRU_0362,cikarildi_gereksiz
SRU_2743,cikarildi_gereksiz
SRU_0791,cikarildi_gereksiz
SRU_0838,cikarildi_gereksiz
SRU_0065,cikarildi_gereksiz
SRU_0393,cikarildi_gereksiz
SRU_0394,cikarildi_gereksiz
SRU_0395,cikarildi_gereksiz
SRU_0396,cikarildi_gereksiz
SRU_0397,cikarildi_gereksiz
SRU_0398,cikarildi_gereksiz
SRU_0400,cikarildi_gereksiz
SRU_0496,cikarildi_gereksiz
SRU_1443,cikarildi_gereksiz
SRU_1444,cikarildi_gereksiz
SRU_1445,cikarildi_gereksiz
SRU_1446,cikarildi_gereksiz
SRU_1448,cikarildi_gereksiz
SRU_2058,cikarildi_gereksiz
SRU_2784,cikarildi_gereksiz
SRU_1701,cikarildi_gereksiz
SRU_1705,cikarildi_gereksiz
